date,flight number,belt number,scheduled arrival time,actual arrival time,offloaded bags,expected bags,first bag on belt,last bag on belt
02-01-26,4Z166,Belt 1,9:40:00,9:35:00,60,60,9:45:00,9:54:00
02-01-26,4Z162,Belt 3,13:30:00,13:26:00,70,60,13:36:00,13:48:00
02-01-26,QR1455,Belt 1,7:50:00,8:01:00,308,300,8:15:00,8:20:00
02-01-26,QR1456,Belt 2,15:00:00,14:57:00,304,311,15:10:00,15:19:00
02-01-26,TK525,Belt 1,1:20:00,1:22:00,206,214,1:37:00,1:57:00
02-01-26,KQ704,Belt 3,17:20:00,17:10:00,130,138,17:24:00,17:41:00
02-01-26,KQ706,Belt 1,9:10:00,9:06:00,134,140,9:18:00,9:24:00
03-01-26,BP312,Belt 1,8:50:00,8:47:00,130,133,8:54:00,9:09:00
03-01-26,ET34,Belt 1,11:45:00,11:56:00,71,62,12:10:00,12:19:00
03-01-26,ET35,Belt 2,13:10:00,13:23:00,35,30,13:35:00,13:46:00
03-01-26,SA62,Belt 2,12:40:00,12:50:00,127,118,12:58:00,13:12:00
03-01-26,TC212,Belt 3,12:20:00,12:39:00,81,85,12:54:00,13:08:00
03-01-26,UR722,Belt 1,11:45:00,11:59:00,62,60,12:12:00,12:17:00
03-01-26,WB112,Belt 3,15:00:00,14:47:00,132,136,14:56:00,15:10:00
03-01-26,ET873,Belt 1,13:10:00,13:13:00,74,64,13:26:00,13:33:00
03-01-26,4Z166,Belt 2,9:40:00,9:35:00,33,39,9:49:00,10:06:00
03-01-26,4Z162,Belt 3,13:30:00,13:48:00,29,20,14:02:00,14:17:00
03-01-26,QR1455,Belt 2,7:50:00,8:07:00,194,190,8:18:00,8:29:00
03-01-26,QR1456,Belt 2,15:00:00,15:10:00,364,360,15:21:00,15:31:00
03-01-26,TK525,Belt 3,1:20:00,1:34:00,115,115,1:41:00,1:49:00
03-01-26,KQ704,Belt 3,17:20:00,17:12:00,160,153,17:26:00,17:42:00
03-01-26,KQ706,Belt 2,9:10:00,9:28:00,152,150,9:43:00,9:48:00
04-01-26,BP312,Belt 3,8:50:00,8:37:00,191,181,8:49:00,9:06:00
04-01-26,ET34,Belt 1,11:45:00,11:40:00,39,30,11:47:00,12:01:00
04-01-26,ET35,Belt 2,13:10:00,13:14:00,54,46,13:21:00,13:27:00
04-01-26,SA62,Belt 3,12:40:00,12:33:00,108,103,12:41:00,12:48:00
04-01-26,TC212,Belt 2,12:20:00,12:34:00,101,108,12:49:00,12:59:00
04-01-26,UR722,Belt 1,11:45:00,12:01:00,17,25,12:13:00,12:29:00
04-01-26,WB112,Belt 1,15:00:00,15:14:00,93,90,15:26:00,15:33:00
04-01-26,ET873,Belt 2,13:10:00,13:10:00,262,255,13:17:00,13:35:00
04-01-26,4Z166,Belt 3,9:40:00,9:38:00,62,60,9:47:00,9:54:00
04-01-26,4Z162,Belt 3,13:30:00,13:37:00,33,38,13:45:00,13:58:00
04-01-26,QR1455,Belt 3,7:50:00,7:54:00,163,172,8:09:00,8:14:00
04-01-26,QR1456,Belt 3,15:00:00,14:56:00,376,379,15:10:00,15:16:00
04-01-26,TK525,Belt 2,1:20:00,1:40:00,159,162,1:49:00,1:58:00
04-01-26,KQ704,Belt 3,17:20:00,17:24:00,151,151,17:37:00,17:54:00
04-01-26,KQ706,Belt 2,9:10:00,9:13:00,199,200,9:27:00,9:32:00
05-01-26,BP312,Belt 3,8:50:00,9:08:00,183,176,9:16:00,9:22:00
05-01-26,ET34,Belt 2,11:45:00,11:36:00,38,47,11:46:00,11:58:00
05-01-26,ET35,Belt 2,13:10:00,13:13:00,31,41,13:25:00,13:32:00
05-01-26,SA62,Belt 3,12:40:00,12:47:00,170,164,12:56:00,13:13:00
05-01-26,TC212,Belt 1,12:20:00,12:36:00,115,108,12:43:00,12:57:00
05-01-26,UR722,Belt 3,11:45:00,11:37:00,46,45,11:52:00,12:09:00
05-01-26,WB112,Belt 3,15:00:00,15:11:00,130,121,15:22:00,15:37:00
05-01-26,ET873,Belt 2,13:10:00,13:08:00,215,217,13:21:00,13:29:00
05-01-26,4Z166,Belt 2,9:40:00,9:44:00,32,28,9:51:00,10:10:00
05-01-26,4Z162,Belt 3,13:30:00,13:36:00,57,51,13:49:00,14:00:00
05-01-26,QR1455,Belt 2,7:50:00,7:46:00,98,107,7:59:00,8:07:00
05-01-26,QR1456,Belt 2,15:00:00,15:15:00,151,155,15:26:00,15:37:00
05-01-26,TK525,Belt 2,1:20:00,1:34:00,206,205,1:48:00,1:54:00
05-01-26,KQ704,Belt 2,17:20:00,17:25:00,136,128,17:36:00,17:47:00
05-01-26,KQ706,Belt 3,9:10:00,9:17:00,75,76,9:24:00,9:35:00
06-01-26,BP312,Belt 2,8:50:00,8:59:00,151,155,9:13:00,9:30:00
06-01-26,ET34,Belt 1,11:45:00,11:41:00,34,30,11:54:00,12:04:00
06-01-26,ET35,Belt 3,13:10:00,13:21:00,47,40,13:32:00,13:44:00
06-01-26,SA62,Belt 3,12:40:00,12:44:00,87,97,12:51:00,12:57:00
06-01-26,TC212,Belt 1,12:20:00,12:07:00,130,140,12:18:00,12:37:00
06-01-26,UR722,Belt 3,11:45:00,12:00:00,64,56,12:09:00,12:17:00
06-01-26,WB112,Belt 2,15:00:00,15:18:00,-5,164,15:28:00,15:46:00
06-01-26,ET873,Belt 2,13:10:00,13:03:00,232,240,13:14:00,13:32:00
06-01-26,4Z166,Belt 1,9:40:00,9:32:00,10,11,9:39:00,9:47:00
06-01-26,4Z162,Belt 3,13:30:00,13:20:00,-5,19,13:34:00,13:45:00
06-01-26,QR1455,Belt 3,7:50:00,7:54:00,365,375,8:08:00,8:18:00
06-01-26,QR1456,Belt 2,15:00:00,14:57:00,99,107,15:07:00,15:26:00
06-01-26,TK525,Belt 2,1:20:00,1:33:00,333,335,1:44:00,1:49:00
06-01-26,KQ704,Belt 3,17:20:00,17:05:00,184,192,17:14:00,17:25:00
06-01-26,KQ706,Belt 1,9:10:00,9:12:00,173,171,9:19:00,9:25:00
07-01-26,BP312,Belt 3,8:50:00,8:39:00,184,180,8:52:00,9:02:00
07-01-26,ET34,Belt 2,11:45:00,11:38:00,37,46,11:46:00,11:59:00
07-01-26,ET35,Belt 3,13:10:00,13:19:00,33,28,13:29:00,13:42:00
07-01-26,SA62,Belt 3,12:40:00,12:53:00,135,139,13:03:00,13:22:00
07-01-26,TC212,Belt 3,12:20:00,12:39:00,89,81,12:52:00,13:12:00
07-01-26,UR722,Belt 3,11:45:00,11:59:00,46,55,12:10:00,12:26:00
07-01-26,WB112,Belt 1,15:00:00,15:14:00,168,164,15:28:00,15:38:00
07-01-26,ET873,Belt 1,13:10:00,13:18:00,388,387,13:33:00,13:42:00
07-01-26,4Z166,Belt 3,9:40:00,9:54:00,67,57,10:06:00,10:24:00
07-01-26,4Z162,Belt 1,13:30:00,13:37:00,49,47,13:49:00,14:08:00
07-01-26,QR1455,Belt 1,7:50:00,7:43:00,193,199,7:57:00,8:15:00
07-01-26,QR1456,Belt 1,15:00:00,15:20:00,263,271,15:31:00,15:40:00
07-01-26,TK525,Belt 2,1:20:00,1:31:00,243,233,1:45:00,2:04:00
07-01-26,KQ704,Belt 2,17:20:00,17:09:00,103,112,17:21:00,17:30:00
07-01-26,KQ706,Belt 3,9:10:00,9:29:00,164,157,9:38:00,9:47:00
08-01-26,BP312,Belt 2,8:50:00,9:06:00,163,171,9:19:00,9:27:00
08-01-26,ET34,Belt 2,11:45:00,11:58:00,35,44,12:13:00,12:21:00
08-01-26,ET35,Belt 2,13:10:00,13:01:00,8,10,13:16:00,13:26:00
08-01-26,SA62,Belt 1,12:40:00,12:28:00,128,128,12:42:00,12:50:00
08-01-26,TC212,Belt 3,12:20:00,12:05:00,172,165,12:18:00,12:35:00
08-01-26,UR722,Belt 3,11:45:00,11:54:00,47,46,12:07:00,12:15:00
08-01-26,WB112,Belt 2,15:00:00,15:04:00,180,186,15:14:00,15:19:00
08-01-26,ET873,Belt 2,13:10:00,13:27:00,110,105,13:36:00,13:43:00
08-01-26,4Z166,Belt 1,9:40:00,10:00:00,69,70,10:10:00,10:27:00
08-01-26,4Z162,Belt 3,13:30:00,13:33:00,58,62,13:48:00,13:56:00
08-01-26,QR1455,Belt 3,7:50:00,7:55:00,52,62,8:02:00,8:16:00
08-01-26,QR1456,Belt 1,15:00:00,14:58:00,151,156,15:06:00,15:13:00
08-01-26,TK525,Belt 2,1:20:00,1:29:00,274,281,1:42:00,1:58:00
08-01-26,KQ704,Belt 1,17:20:00,17:13:00,163,173,17:24:00,17:39:00
08-01-26,KQ706,Belt 2,9:10:00,9:22:00,161,165,9:33:00,9:51:00
09-01-26,BP312,Belt 3,8:50:00,9:04:00,202,192,9:11:00,9:31:00
09-01-26,ET34,Belt 1,11:45:00,12:05:00,41,41,12:17:00,12:22:00
09-01-26,ET35,Belt 1,13:10:00,13:22:00,59,54,13:35:00,13:43:00
09-01-26,SA62,Belt 3,12:40:00,12:51:00,164,159,12:58:00,13:15:00
09-01-26,TC212,Belt 2,12:20:00,12:35:00,186,194,12:49:00,13:02:00
09-01-26,UR722,Belt 1,11:45:00,11:35:00,7,15,11:45:00,11:53:00
09-01-26,WB112,Belt 3,15:00:00,15:18:00,167,167,15:28:00,15:48:00
09-01-26,ET873,Belt 3,13:10:00,12:59:00,214,215,13:14:00,13:33:00
09-01-26,4Z166,Belt 2,9:40:00,9:59:00,52,49,10:07:00,10:12:00
09-01-26,4Z162,Belt 3,13:30:00,13:36:00,26,18,13:43:00,14:02:00
09-01-26,QR1455,Belt 2,7:50:00,7:37:00,302,307,7:51:00,8:04:00
09-01-26,QR1456,Belt 1,15:00:00,14:55:00,341,339,15:10:00,15:16:00
09-01-26,TK525,Belt 3,1:20:00,1:36:00,342,349,1:51:00,2:11:00
09-01-26,KQ704,Belt 1,17:20:00,17:13:00,184,185,17:22:00,17:28:00
09-01-26,KQ706,Belt 3,9:10:00,9:04:00,157,154,9:12:00,9:21:00
10-01-26,BP312,Belt 3,8:50:00,8:50:00,125,120,9:04:00,9:16:00
10-01-26,ET34,Belt 3,11:45:00,11:35:00,44,34,11:44:00,12:01:00
10-01-26,ET35,Belt 2,13:10:00,13:10:00,24,29,13:20:00,13:35:00
10-01-26,SA62,Belt 3,12:40:00,12:28:00,193,196,12:42:00,12:50:00
10-01-26,TC212,Belt 1,12:20:00,12:30:00,106,112,12:39:00,12:44:00
10-01-26,UR722,Belt 2,11:45:00,11:54:00,42,41,12:07:00,12:12:00
10-01-26,WB112,Belt 1,15:00:00,15:12:00,-5,164,15:27:00,15:35:00
10-01-26,ET873,Belt 2,13:10:00,13:28:00,283,292,13:39:00,13:57:00
10-01-26,4Z166,Belt 3,9:40:00,9:52:00,57,54,10:00:00,10:07:00
10-01-26,4Z162,Belt 2,13:30:00,13:31:00,27,26,13:45:00,14:02:00
10-01-26,QR1455,Belt 3,7:50:00,7:47:00,168,174,7:55:00,8:00:00
10-01-26,QR1456,Belt 1,15:00:00,15:20:00,102,94,15:29:00,15:40:00
10-01-26,TK525,Belt 1,1:20:00,1:11:00,394,387,1:23:00,1:36:00
10-01-26,KQ704,Belt 2,17:20:00,17:23:00,82,87,17:36:00,17:44:00
10-01-26,KQ706,Belt 1,9:10:00,8:58:00,77,80,9:08:00,9:17:00
11-01-26,BP312,Belt 3,8:50:00,8:43:00,106,104,8:50:00,9:06:00
11-01-26,ET34,Belt 2,11:45:00,11:48:00,32,42,11:56:00,12:09:00
11-01-26,ET35,Belt 1,13:10:00,13:22:00,33,43,13:33:00,13:42:00
11-01-26,SA62,Belt 2,12:40:00,12:28:00,137,132,12:38:00,12:49:00
11-01-26,TC212,Belt 3,12:20:00,12:21:00,196,191,12:35:00,12:46:00
11-01-26,UR722,Belt 3,11:45:00,11:55:00,23,21,12:10:00,12:17:00
11-01-26,WB112,Belt 1,15:00:00,15:12:00,108,102,15:21:00,15:28:00
11-01-26,ET873,Belt 2,13:10:00,12:59:00,304,312,13:08:00,13:20:00
11-01-26,4Z166,Belt 1,9:40:00,9:34:00,61,58,9:46:00,9:58:00
11-01-26,4Z162,Belt 1,13:30:00,13:24:00,27,36,13:37:00,13:43:00
11-01-26,QR1455,Belt 1,7:50:00,8:06:00,242,252,8:16:00,8:32:00
11-01-26,QR1456,Belt 1,15:00:00,14:59:00,289,280,15:09:00,15:18:00
11-01-26,TK525,Belt 3,1:20:00,1:39:00,-5,364,1:52:00,2:02:00
11-01-26,KQ704,Belt 2,17:20:00,17:10:00,148,143,17:18:00,17:36:00
11-01-26,KQ706,Belt 2,9:10:00,9:06:00,80,77,9:14:00,9:21:00
12-01-26,BP312,Belt 1,8:50:00,8:54:00,117,107,9:01:00,9:17:00
12-01-26,ET34,Belt 1,11:45:00,11:35:00,33,35,11:49:00,12:04:00
12-01-26,ET35,Belt 1,13:10:00,12:56:00,70,63,13:08:00,13:22:00
12-01-26,SA62,Belt 1,12:40:00,12:44:00,205,200,12:57:00,13:06:00
12-01-26,TC212,Belt 2,12:20:00,12:08:00,148,156,12:22:00,12:37:00
12-01-26,UR722,Belt 2,11:45:00,12:03:00,52,43,12:11:00,12:24:00
12-01-26,WB112,Belt 1,15:00:00,14:47:00,136,138,14:58:00,15:10:00
12-01-26,ET873,Belt 1,13:10:00,12:57:00,212,215,13:07:00,13:23:00
12-01-26,4Z166,Belt 1,9:40:00,9:28:00,22,22,9:43:00,10:01:00
12-01-26,4Z162,Belt 2,13:30:00,13:19:00,35,26,13:32:00,13:43:00
12-01-26,QR1455,Belt 2,7:50:00,7:49:00,120,121,7:59:00,8:15:00
12-01-26,QR1456,Belt 1,15:00:00,15:10:00,334,327,15:22:00,15:33:00
12-01-26,TK525,Belt 2,1:20:00,1:13:00,-5,347,1:22:00,1:30:00
12-01-26,KQ704,Belt 2,17:20:00,17:09:00,154,144,17:19:00,17:30:00
12-01-26,KQ706,Belt 3,9:10:00,9:30:00,151,156,9:44:00,10:00:00
13-01-26,BP312,Belt 2,8:50:00,8:43:00,175,170,8:54:00,9:13:00
13-01-26,ET34,Belt 1,11:45:00,11:35:00,25,31,11:46:00,11:53:00
13-01-26,ET35,Belt 3,13:10:00,13:13:00,-5,17,13:28:00,13:45:00
13-01-26,SA62,Belt 1,12:40:00,12:42:00,83,87,12:53:00,13:13:00
13-01-26,TC212,Belt 1,12:20:00,12:07:00,146,140,12:20:00,12:31:00
13-01-26,UR722,Belt 1,11:45:00,11:49:00,16,13,12:03:00,12:11:00
13-01-26,WB112,Belt 3,15:00:00,14:57:00,183,181,15:09:00,15:17:00
13-01-26,ET873,Belt 3,13:10:00,13:09:00,135,142,13:21:00,13:27:00
13-01-26,4Z166,Belt 2,9:40:00,9:32:00,56,64,9:43:00,9:51:00
13-01-26,4Z162,Belt 2,13:30:00,13:17:00,42,44,13:26:00,13:34:00
13-01-26,QR1455,Belt 3,7:50:00,7:51:00,-5,266,7:58:00,8:04:00
13-01-26,QR1456,Belt 1,15:00:00,15:19:00,107,107,15:30:00,15:44:00
13-01-26,TK525,Belt 2,1:20:00,1:12:00,170,173,1:22:00,1:35:00
13-01-26,KQ704,Belt 2,17:20:00,17:31:00,157,160,17:40:00,17:45:00
13-01-26,KQ706,Belt 3,9:10:00,9:01:00,148,151,9:10:00,9:27:00
14-01-26,BP312,Belt 1,8:50:00,8:39:00,69,74,8:47:00,9:00:00
14-01-26,ET34,Belt 3,11:45:00,11:43:00,10,17,11:53:00,12:11:00
14-01-26,ET35,Belt 3,13:10:00,13:24:00,29,25,13:33:00,13:43:00
14-01-26,SA62,Belt 2,12:40:00,12:33:00,134,141,12:40:00,12:52:00
14-01-26,TC212,Belt 3,12:20:00,12:34:00,-5,148,12:47:00,13:06:00
14-01-26,UR722,Belt 2,11:45:00,11:48:00,17,24,11:56:00,12:14:00
14-01-26,WB112,Belt 2,15:00:00,14:50:00,187,183,14:59:00,15:16:00
14-01-26,ET873,Belt 3,13:10:00,13:12:00,234,244,13:27:00,13:40:00
14-01-26,4Z166,Belt 1,9:40:00,9:52:00,71,66,10:05:00,10:20:00
14-01-26,4Z162,Belt 1,13:30:00,13:17:00,16,11,13:32:00,13:49:00
14-01-26,QR1455,Belt 2,7:50:00,8:08:00,356,360,8:20:00,8:29:00
14-01-26,QR1456,Belt 1,15:00:00,15:00:00,98,89,15:13:00,15:23:00
14-01-26,TK525,Belt 1,1:20:00,1:27:00,152,156,1:39:00,1:55:00
14-01-26,KQ704,Belt 1,17:20:00,17:24:00,137,140,17:35:00,17:47:00
14-01-26,KQ706,Belt 1,9:10:00,9:24:00,180,190,9:34:00,9:41:00
15-01-26,BP312,Belt 1,8:50:00,9:04:00,77,75,9:16:00,9:32:00
15-01-26,ET34,Belt 1,11:45:00,11:32:00,16,11,11:45:00,12:04:00
15-01-26,ET35,Belt 3,13:10:00,13:08:00,-5,15,13:19:00,13:35:00
15-01-26,SA62,Belt 3,12:40:00,12:48:00,139,138,12:59:00,13:19:00
15-01-26,TC212,Belt 3,12:20:00,12:07:00,-5,113,12:22:00,12:33:00
15-01-26,UR722,Belt 3,11:45:00,11:34:00,35,34,11:41:00,11:53:00
15-01-26,WB112,Belt 1,15:00:00,15:19:00,102,110,15:34:00,15:40:00
15-01-26,ET873,Belt 3,13:10:00,13:17:00,96,90,13:28:00,13:47:00
15-01-26,4Z166,Belt 3,9:40:00,9:48:00,22,28,10:01:00,10:14:00
15-01-26,4Z162,Belt 2,13:30:00,13:22:00,27,24,13:33:00,13:43:00
15-01-26,QR1455,Belt 2,7:50:00,7:39:00,81,84,7:47:00,7:53:00
15-01-26,QR1456,Belt 1,15:00:00,14:56:00,380,385,15:07:00,15:27:00
15-01-26,TK525,Belt 2,1:20:00,1:12:00,132,135,1:19:00,1:30:00
15-01-26,KQ704,Belt 3,17:20:00,17:23:00,81,89,17:31:00,17:44:00
15-01-26,KQ706,Belt 2,9:10:00,8:56:00,105,101,9:11:00,9:27:00
16-01-26,BP312,Belt 3,8:50:00,9:08:00,109,115,9:23:00,9:33:00
16-01-26,ET34,Belt 1,11:45:00,11:50:00,50,60,12:02:00,12:12:00
16-01-26,ET35,Belt 1,13:10:00,13:03:00,-5,42,13:18:00,13:24:00
16-01-26,SA62,Belt 3,12:40:00,12:48:00,99,104,12:55:00,13:15:00
16-01-26,TC212,Belt 1,12:20:00,12:34:00,100,103,12:46:00,12:59:00
16-01-26,UR722,Belt 2,11:45:00,11:41:00,29,25,11:50:00,11:58:00
16-01-26,WB112,Belt 1,15:00:00,15:05:00,128,133,15:12:00,15:19:00
16-01-26,ET873,Belt 2,13:10:00,13:30:00,109,119,13:41:00,14:00:00
16-01-26,4Z166,Belt 2,9:40:00,9:53:00,66,61,10:06:00,10:23:00
16-01-26,4Z162,Belt 2,13:30:00,13:16:00,49,39,13:31:00,13:47:00
16-01-26,QR1455,Belt 3,7:50:00,7:44:00,347,345,7:55:00,8:13:00
16-01-26,QR1456,Belt 3,15:00:00,15:03:00,312,307,15:12:00,15:18:00
16-01-26,TK525,Belt 3,1:20:00,1:07:00,96,87,1:19:00,1:33:00
16-01-26,KQ704,Belt 1,17:20:00,17:33:00,177,175,17:46:00,18:00:00
16-01-26,KQ706,Belt 3,9:10:00,9:28:00,76,76,9:42:00,9:53:00
17-01-26,BP312,Belt 2,8:50:00,9:09:00,-5,125,9:18:00,9:37:00
17-01-26,ET34,Belt 3,11:45:00,12:01:00,-5,60,12:12:00,12:29:00
17-01-26,ET35,Belt 1,13:10:00,13:04:00,9,19,13:14:00,13:33:00
17-01-26,SA62,Belt 1,12:40:00,12:43:00,196,194,12:57:00,13:16:00
17-01-26,TC212,Belt 3,12:20:00,12:10:00,126,122,12:19:00,12:37:00
17-01-26,UR722,Belt 1,11:45:00,11:40:00,19,25,11:48:00,12:02:00
17-01-26,WB112,Belt 2,15:00:00,14:50:00,84,83,15:04:00,15:21:00
17-01-26,ET873,Belt 2,13:10:00,12:59:00,263,271,13:10:00,13:26:00
17-01-26,4Z166,Belt 3,9:40:00,9:42:00,50,45,9:49:00,10:09:00
17-01-26,4Z162,Belt 2,13:30:00,13:23:00,32,32,13:33:00,13:47:00
17-01-26,QR1455,Belt 2,7:50:00,8:06:00,124,134,8:14:00,8:23:00
17-01-26,QR1456,Belt 2,15:00:00,15:20:00,335,337,15:27:00,15:32:00
17-01-26,TK525,Belt 3,1:20:00,1:21:00,171,161,1:36:00,1:52:00
17-01-26,KQ704,Belt 1,17:20:00,17:31:00,186,184,17:43:00,18:02:00
17-01-26,KQ706,Belt 2,9:10:00,9:12:00,152,153,9:24:00,9:30:00
18-01-26,BP312,Belt 2,8:50:00,9:05:00,105,101,9:19:00,9:37:00
18-01-26,ET34,Belt 3,11:45:00,11:37:00,19,12,11:52:00,11:59:00
18-01-26,ET35,Belt 2,13:10:00,12:58:00,71,69,13:10:00,13:29:00
18-01-26,SA62,Belt 3,12:40:00,12:35:00,132,138,12:44:00,12:55:00
18-01-26,TC212,Belt 3,12:20:00,12:27:00,166,168,12:40:00,12:52:00
18-01-26,UR722,Belt 3,11:45:00,11:34:00,11,12,11:41:00,11:50:00
18-01-26,WB112,Belt 3,15:00:00,14:55:00,185,177,15:05:00,15:23:00
18-01-26,ET873,Belt 3,13:10:00,13:18:00,275,268,13:29:00,13:40:00
18-01-26,4Z166,Belt 2,9:40:00,9:58:00,9,14,10:05:00,10:18:00
18-01-26,4Z162,Belt 3,13:30:00,13:25:00,32,40,13:35:00,13:54:00
18-01-26,QR1455,Belt 2,7:50:00,7:47:00,399,394,7:55:00,8:02:00
18-01-26,QR1456,Belt 1,15:00:00,14:52:00,285,285,15:04:00,15:24:00
18-01-26,TK525,Belt 2,1:20:00,1:28:00,352,345,1:43:00,1:58:00
18-01-26,KQ704,Belt 2,17:20:00,17:24:00,-5,153,17:33:00,17:46:00
18-01-26,KQ706,Belt 1,9:10:00,9:09:00,-5,132,9:16:00,9:34:00
19-01-26,BP312,Belt 1,8:50:00,9:02:00,139,139,9:17:00,9:31:00
19-01-26,ET34,Belt 1,11:45:00,11:32:00,58,56,11:39:00,11:53:00
19-01-26,ET35,Belt 3,13:10:00,12:58:00,10,16,13:13:00,13:25:00
19-01-26,SA62,Belt 2,12:40:00,12:44:00,137,133,12:53:00,13:01:00
19-01-26,TC212,Belt 1,12:20:00,12:17:00,200,199,12:30:00,12:47:00
19-01-26,UR722,Belt 3,11:45:00,11:47:00,46,46,11:58:00,12:05:00
19-01-26,WB112,Belt 1,15:00:00,15:00:00,120,111,15:14:00,15:21:00
19-01-26,ET873,Belt 3,13:10:00,13:08:00,82,79,13:21:00,13:39:00
19-01-26,4Z166,Belt 1,9:40:00,9:31:00,41,36,9:38:00,9:53:00
19-01-26,4Z162,Belt 1,13:30:00,13:43:00,16,17,13:53:00,14:13:00
19-01-26,QR1455,Belt 1,7:50:00,7:48:00,260,252,7:58:00,8:15:00
19-01-26,QR1456,Belt 1,15:00:00,14:52:00,169,170,15:02:00,15:12:00
19-01-26,TK525,Belt 3,1:20:00,1:28:00,140,131,1:40:00,1:57:00
19-01-26,KQ704,Belt 3,17:20:00,17:29:00,87,95,17:37:00,17:42:00
19-01-26,KQ706,Belt 3,9:10:00,9:09:00,184,179,9:17:00,9:26:00
20-01-26,BP312,Belt 3,8:50:00,8:39:00,75,70,8:48:00,8:54:00
20-01-26,ET34,Belt 3,11:45:00,12:01:00,29,28,12:13:00,12:20:00
20-01-26,ET35,Belt 3,13:10:00,13:00:00,19,20,13:12:00,13:20:00
20-01-26,SA62,Belt 3,12:40:00,12:31:00,82,91,12:38:00,12:49:00
20-01-26,TC212,Belt 2,12:20:00,12:17:00,-5,170,12:25:00,12:38:00
20-01-26,UR722,Belt 2,11:45:00,11:47:00,37,28,12:02:00,12:09:00
20-01-26,WB112,Belt 2,15:00:00,15:10:00,136,142,15:18:00,15:37:00
20-01-26,ET873,Belt 1,13:10:00,13:11:00,-5,183,13:26:00,13:34:00
20-01-26,4Z166,Belt 1,9:40:00,9:26:00,45,48,9:37:00,9:43:00
20-01-26,4Z162,Belt 1,13:30:00,13:16:00,64,64,13:25:00,13:45:00
20-01-26,QR1455,Belt 2,7:50:00,7:44:00,239,233,7:55:00,8:09:00
20-01-26,QR1456,Belt 2,15:00:00,15:16:00,258,255,15:26:00,15:40:00
20-01-26,TK525,Belt 3,1:20:00,1:36:00,213,217,1:46:00,2:05:00
20-01-26,KQ704,Belt 2,17:20:00,17:07:00,100,109,17:15:00,17:21:00
20-01-26,KQ706,Belt 3,9:10:00,9:23:00,94,100,9:31:00,9:50:00
21-01-26,BP312,Belt 2,8:50:00,8:54:00,100,108,9:05:00,9:20:00
21-01-26,ET34,Belt 1,11:45:00,11:54:00,38,30,12:04:00,12:24:00
21-01-26,ET35,Belt 2,13:10:00,13:30:00,29,36,13:45:00,13:59:00
21-01-26,SA62,Belt 3,12:40:00,12:57:00,128,123,13:04:00,13:20:00
21-01-26,TC212,Belt 3,12:20:00,12:29:00,166,170,12:41:00,12:48:00
21-01-26,UR722,Belt 1,11:45:00,11:32:00,10,12,11:45:00,11:55:00
21-01-26,WB112,Belt 3,15:00:00,15:06:00,190,188,15:18:00,15:37:00
21-01-26,ET873,Belt 3,13:10:00,13:17:00,220,217,13:29:00,13:39:00
21-01-26,4Z166,Belt 3,9:40:00,9:44:00,60,65,9:55:00,10:13:00
21-01-26,4Z162,Belt 3,13:30:00,13:25:00,41,41,13:34:00,13:40:00
21-01-26,QR1455,Belt 3,7:50:00,8:02:00,178,172,8:16:00,8:29:00
21-01-26,QR1456,Belt 2,15:00:00,15:15:00,145,142,15:22:00,15:27:00
21-01-26,TK525,Belt 3,1:20:00,1:25:00,234,234,1:37:00,1:52:00
21-01-26,KQ704,Belt 3,17:20:00,17:36:00,-5,96,17:51:00,18:02:00
21-01-26,KQ706,Belt 2,9:10:00,9:22:00,107,107,9:37:00,9:50:00
22-01-26,BP312,Belt 2,8:50:00,8:48:00,176,170,8:58:00,9:16:00
22-01-26,ET34,Belt 2,11:45:00,11:55:00,52,61,12:09:00,12:23:00
22-01-26,ET35,Belt 1,13:10:00,13:16:00,62,58,13:23:00,13:37:00
22-01-26,SA62,Belt 1,12:40:00,12:52:00,77,74,13:00:00,13:20:00
22-01-26,TC212,Belt 2,12:20:00,12:37:00,197,188,12:47:00,13:02:00
22-01-26,UR722,Belt 2,11:45:00,11:42:00,28,24,11:53:00,12:07:00
22-01-26,WB112,Belt 1,15:00:00,15:14:00,76,79,15:25:00,15:42:00
22-01-26,ET873,Belt 3,13:10:00,13:06:00,58,52,13:16:00,13:22:00
22-01-26,4Z166,Belt 3,9:40:00,9:59:00,74,70,10:09:00,10:26:00
22-01-26,4Z162,Belt 2,13:30:00,13:44:00,28,37,13:52:00,14:05:00
22-01-26,QR1455,Belt 2,7:50:00,8:02:00,332,329,8:09:00,8:23:00
22-01-26,QR1456,Belt 2,15:00:00,15:11:00,380,389,15:25:00,15:36:00
22-01-26,TK525,Belt 3,1:20:00,1:20:00,395,388,1:31:00,1:39:00
22-01-26,KQ704,Belt 2,17:20:00,17:20:00,176,169,17:32:00,17:42:00
22-01-26,KQ706,Belt 1,9:10:00,8:57:00,111,121,9:10:00,9:17:00
23-01-26,BP312,Belt 3,8:50:00,8:51:00,137,132,8:58:00,9:06:00
23-01-26,ET34,Belt 2,11:45:00,11:31:00,67,69,11:40:00,11:54:00
23-01-26,ET35,Belt 3,13:10:00,12:59:00,29,26,13:08:00,13:26:00
23-01-26,SA62,Belt 1,12:40:00,12:50:00,112,111,12:58:00,13:12:00
23-01-26,TC212,Belt 3,12:20:00,12:12:00,79,87,12:21:00,12:29:00
23-01-26,UR722,Belt 3,11:45:00,11:37:00,-5,25,11:48:00,11:58:00
