date,shift,airline,flight number,aircraft type,route,loading supervisor id,scheduled arrival time,scheduled departure time,actual arrival time,actual departure time,conveyor belt on,conveyor belt off,h-loader on,h-loader off,cargo doors open,cargo doors closed,first trolley out,last trolley out,baggage at aircraft
06-02-26,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:47:00,10:04:00,7:52:00,9:55:00,7:53:00,9:54:00,7:51:00,9:57:00,7:53:00,8:02:00,83
06-02-26,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,14:48:00,16:37:00,14:52:00,16:22:00,14:53:00,16:21:00,14:51:00,16:24:00,14:53:00,15:07:00,145
06-02-26,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:18:00,2:15:00,1:24:00,1:58:00,,,1:23:00,2:00:00,1:25:00,1:37:00,36
06-02-26,Shift A,Kenya Airways,KQ704,E195,NBO-HRE via LUN,7,17:20:00,18:10:00,17:37:00,18:24:00,17:42:00,18:10:00,,,17:41:00,18:12:00,17:43:00,17:55:00,138
06-02-26,Shift A,Kenya Airways,KQ706,E195,NBO-HRE via LUN,1,9:10:00,10:00:00,9:15:00,9:15:00,9:21:00,9:59:00,,,9:20:00,10:01:00,9:22:00,9:32:00,88
07-02-26,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,9:00:00,9:32:00,9:04:00,9:22:00,,,9:03:00,9:24:00,9:05:00,9:13:00,135
07-02-26,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:45:00,12:35:00,11:49:00,12:24:00,,,11:48:00,12:26:00,11:50:00,12:01:00,116
07-02-26,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:05:00,13:05:00,13:10:00,13:43:00,,,13:09:00,13:45:00,13:11:00,13:16:00,54
07-02-26,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:30:00,13:38:00,12:36:00,13:23:00,,,12:35:00,13:25:00,12:37:00,12:45:00,78
07-02-26,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:07:00,13:29:00,12:12:00,13:16:00,,,12:11:00,13:18:00,12:13:00,12:24:00,139
07-02-26,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:57:00,12:46:00,12:02:00,12:32:00,,,12:01:00,12:34:00,12:03:00,12:12:00,89
07-02-26,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:09:00,15:41:00,15:13:00,15:27:00,,,15:12:00,15:29:00,15:14:00,15:22:00,87
07-02-26,Shift A,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,1,13:10:00,15:10:00,12:59:00,15:22:00,13:02:00,15:11:00,13:03:00,15:10:00,13:01:00,15:13:00,13:03:00,13:17:00,151
07-02-26,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:59:00,10:10:00,10:04:00,10:00:00,,,10:03:00,10:02:00,10:05:00,10:10:00,50
07-02-26,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:19:00,14:28:00,13:22:00,14:13:00,,,13:21:00,14:15:00,13:23:00,13:32:00,105
07-02-26,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:47:00,9:51:00,7:52:00,9:40:00,7:53:00,9:39:00,7:51:00,9:42:00,7:53:00,8:07:00,90
07-02-26,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,14:57:00,16:28:00,15:02:00,16:21:00,15:03:00,16:20:00,15:01:00,16:23:00,15:03:00,15:11:00,92
07-02-26,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:27:00,2:35:00,1:33:00,2:19:00,,,1:32:00,2:21:00,1:34:00,1:47:00,23
07-02-26,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:37:00,18:09:00,17:43:00,17:59:00,,,17:42:00,18:01:00,17:44:00,17:50:00,73
07-02-26,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:09:00,10:23:00,9:15:00,10:09:00,,,9:14:00,10:11:00,9:16:00,9:24:00,41
08-02-26,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:55:00,9:42:00,9:01:00,9:29:00,,,9:00:00,9:31:00,9:02:00,9:08:00,132
08-02-26,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:58:00,12:45:00,12:01:00,12:33:00,,,12:00:00,12:35:00,12:02:00,12:10:00,167
08-02-26,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:03:00,13:54:00,13:06:00,13:40:00,,,13:05:00,13:42:00,13:07:00,13:23:00,110
08-02-26,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:46:00,13:34:00,12:52:00,13:21:00,,,12:51:00,13:23:00,12:53:00,13:06:00,123
08-02-26,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:39:00,13:19:00,12:44:00,13:03:00,,,12:43:00,13:05:00,12:45:00,12:49:00,165
08-02-26,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:32:00,12:28:00,11:36:00,12:16:00,,,11:35:00,12:18:00,11:37:00,11:51:00,181
08-02-26,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:10:00,16:04:00,15:14:00,15:51:00,,,15:13:00,15:53:00,15:15:00,15:21:00,156
08-02-26,Shift A,Ethiopian Airways,ET873,B777,ADD-ADD via LUN,1,13:10:00,15:10:00,13:07:00,15:30:00,13:10:00,15:18:00,13:11:00,15:17:00,13:09:00,15:20:00,13:11:00,13:26:00,135
08-02-26,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:44:00,10:10:00,9:48:00,10:02:00,,,9:47:00,10:04:00,9:49:00,10:04:00,161
08-02-26,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:26:00,14:07:00,13:32:00,14:00:00,,,13:31:00,14:02:00,13:33:00,13:38:00,70
08-02-26,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:39:00,9:54:00,7:44:00,9:44:00,7:45:00,9:43:00,7:43:00,9:46:00,7:45:00,7:52:00,94
08-02-26,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:18:00,16:24:00,15:24:00,16:17:00,15:25:00,16:16:00,15:23:00,16:19:00,15:25:00,15:33:00,152
08-02-26,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:05:00,2:20:00,1:10:00,2:07:00,,,1:09:00,2:09:00,1:11:00,1:21:00,60
08-02-26,Shift A,Kenya Airways,KQ704,E195,NBO-HRE via LUN,7,17:20:00,18:10:00,17:13:00,18:34:00,17:19:00,18:20:00,,,17:18:00,18:22:00,17:20:00,17:24:00,119
08-02-26,Shift A,Kenya Airways,KQ706,E195,NBO-HRE via LUN,1,9:10:00,10:00:00,9:03:00,10:03:00,9:08:00,9:50:00,,,9:07:00,9:52:00,9:09:00,9:23:00,141
09-02-26,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:45:00,9:49:00,8:49:00,9:34:00,,,8:48:00,9:36:00,8:50:00,9:05:00,137
09-02-26,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:47:00,12:22:00,11:50:00,12:13:00,,,11:49:00,12:15:00,11:51:00,12:04:00,36
09-02-26,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:20:00,13:50:00,13:25:00,13:34:00,,,13:24:00,13:36:00,13:26:00,13:37:00,137
09-02-26,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:54:00,13:22:00,12:57:00,13:11:00,,,12:56:00,13:13:00,12:58:00,13:14:00,136
09-02-26,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:27:00,13:19:00,12:33:00,13:03:00,,,12:32:00,13:05:00,12:34:00,12:39:00,126
09-02-26,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:45:00,12:31:00,11:51:00,12:17:00,,,11:50:00,12:19:00,11:52:00,12:01:00,188
09-02-26,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,14:56:00,15:46:00,15:02:00,15:39:00,,,15:01:00,15:41:00,15:03:00,15:09:00,60
09-02-26,Shift B,Ethiopian Airways,ET873,B777,ADD-ADD via LUN,9,13:10:00,15:10:00,13:29:00,15:18:00,13:32:00,15:08:00,13:33:00,15:07:00,13:31:00,15:10:00,13:33:00,13:46:00,125
09-02-26,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,10:00:00,10:12:00,10:05:00,10:04:00,,,10:04:00,10:06:00,10:06:00,10:11:00,149
09-02-26,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:35:00,14:31:00,13:41:00,14:22:00,,,13:40:00,14:24:00,13:42:00,13:49:00,73
09-02-26,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,8:07:00,9:32:00,8:13:00,9:25:00,8:14:00,9:24:00,8:12:00,9:27:00,8:14:00,8:18:00,183
09-02-26,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,15:14:00,16:44:00,15:19:00,16:31:00,15:20:00,16:30:00,15:18:00,16:33:00,15:20:00,15:27:00,121
09-02-26,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:07:00,2:10:00,1:12:00,2:02:00,,,1:11:00,2:04:00,1:13:00,1:19:00,103
09-02-26,Shift B,Kenya Airways,KQ704,B737,NBO-HRE via LUN,9,17:20:00,18:10:00,17:36:00,17:36:00,17:39:00,18:21:00,,,17:38:00,18:23:00,17:40:00,17:54:00,188
09-02-26,Shift B,Kenya Airways,KQ706,E195,NBO-HRE via LUN,10,9:10:00,10:00:00,9:23:00,9:58:00,9:29:00,9:47:00,,,9:28:00,9:49:00,9:30:00,9:35:00,63
10-02-26,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:36:00,9:36:00,8:40:00,9:25:00,,,8:39:00,9:27:00,8:41:00,8:47:00,156
10-02-26,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:55:00,12:20:00,11:58:00,12:03:00,,,11:57:00,12:05:00,11:59:00,12:05:00,193
10-02-26,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:12:00,13:12:00,13:18:00,13:32:00,,,13:17:00,13:34:00,13:19:00,13:24:00,75
10-02-26,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:27:00,13:54:00,12:31:00,13:40:00,,,12:30:00,13:42:00,12:32:00,12:37:00,182
10-02-26,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:38:00,13:06:00,12:44:00,12:55:00,,,12:43:00,12:57:00,12:45:00,12:55:00,33
10-02-26,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:30:00,12:23:00,11:36:00,12:13:00,,,11:35:00,12:15:00,11:37:00,11:43:00,115
10-02-26,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:00:00,15:52:00,15:03:00,15:45:00,,,15:02:00,15:47:00,15:04:00,15:16:00,27
10-02-26,Shift B,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,9,13:10:00,15:10:00,13:16:00,15:12:00,13:19:00,15:02:00,13:20:00,15:01:00,13:18:00,15:04:00,13:20:00,13:27:00,190
10-02-26,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:35:00,10:15:00,9:38:00,10:02:00,,,9:37:00,10:04:00,9:39:00,9:53:00,47
10-02-26,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:35:00,14:25:00,13:39:00,14:09:00,,,13:38:00,14:11:00,13:40:00,13:48:00,158
10-02-26,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,8:00:00,9:57:00,8:03:00,9:47:00,8:04:00,9:46:00,8:02:00,9:49:00,8:04:00,8:13:00,47
10-02-26,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,15:07:00,16:40:00,15:11:00,16:33:00,15:12:00,16:32:00,15:10:00,16:35:00,15:12:00,15:23:00,187
10-02-26,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:25:00,2:10:00,1:31:00,2:00:00,,,1:30:00,2:02:00,1:32:00,1:42:00,76
10-02-26,Shift B,Kenya Airways,KQ704,E195,NBO-HRE via LUN,9,17:20:00,18:10:00,17:22:00,17:22:00,17:25:00,18:15:00,,,17:24:00,18:17:00,17:26:00,17:35:00,125
10-02-26,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:26:00,9:56:00,9:30:00,9:45:00,,,9:29:00,9:47:00,9:31:00,9:37:00,173
11-02-26,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:55:00,9:54:00,8:59:00,9:42:00,,,8:58:00,9:44:00,9:00:00,9:07:00,182
11-02-26,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:50:00,12:40:00,11:53:00,12:28:00,,,11:52:00,12:30:00,11:54:00,12:00:00,175
11-02-26,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:23:00,13:59:00,13:27:00,13:44:00,,,13:26:00,13:46:00,13:28:00,13:42:00,200
11-02-26,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:25:00,13:34:00,12:28:00,13:18:00,,,12:27:00,13:20:00,12:29:00,12:36:00,99
11-02-26,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:20:00,13:27:00,12:24:00,13:11:00,,,12:23:00,13:13:00,12:25:00,12:31:00,35
11-02-26,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:38:00,12:43:00,11:44:00,12:32:00,,,11:43:00,12:34:00,11:45:00,11:51:00,58
11-02-26,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:09:00,15:53:00,15:12:00,15:43:00,,,15:11:00,15:45:00,15:13:00,15:28:00,133
11-02-26,Shift B,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,9,13:10:00,15:10:00,13:16:00,15:08:00,13:21:00,14:56:00,13:22:00,14:55:00,13:20:00,14:58:00,13:22:00,13:36:00,30
11-02-26,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:58:00,10:31:00,10:03:00,10:24:00,,,10:02:00,10:26:00,10:04:00,10:11:00,104
11-02-26,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:36:00,14:20:00,13:40:00,14:05:00,,,13:39:00,14:07:00,13:41:00,13:46:00,190
11-02-26,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:50:00,9:44:00,7:56:00,9:29:00,7:57:00,9:28:00,7:55:00,9:31:00,7:57:00,8:05:00,66
11-02-26,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,15:13:00,16:20:00,15:16:00,16:06:00,15:17:00,16:05:00,15:15:00,16:08:00,15:17:00,15:24:00,69
11-02-26,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:08:00,2:19:00,1:12:00,2:10:00,,,1:11:00,2:12:00,1:13:00,1:19:00,64
11-02-26,Shift B,Kenya Airways,KQ704,E195,NBO-HRE via LUN,9,17:20:00,18:10:00,17:20:00,18:32:00,17:23:00,18:19:00,,,17:22:00,18:21:00,17:24:00,17:37:00,99
11-02-26,Shift B,Kenya Airways,KQ706,E195,NBO-HRE via LUN,10,9:10:00,10:00:00,9:07:00,10:05:00,9:13:00,9:56:00,,,9:12:00,9:58:00,9:14:00,9:26:00,83
12-02-26,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:54:00,9:48:00,9:00:00,9:31:00,,,8:59:00,9:33:00,9:01:00,9:07:00,89
12-02-26,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,12:00:00,12:15:00,12:05:00,12:02:00,,,12:04:00,12:04:00,12:06:00,12:16:00,62
12-02-26,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:25:00,14:03:00,13:31:00,13:48:00,,,13:30:00,13:50:00,13:32:00,13:44:00,130
12-02-26,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:34:00,13:50:00,12:37:00,13:37:00,,,12:36:00,13:39:00,12:38:00,12:50:00,41
12-02-26,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:24:00,13:34:00,12:28:00,13:19:00,,,12:27:00,13:21:00,12:29:00,12:36:00,85
12-02-26,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:54:00,12:49:00,11:59:00,12:35:00,,,11:58:00,12:37:00,12:00:00,12:08:00,116
12-02-26,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:20:00,16:10:00,15:23:00,15:58:00,,,15:22:00,16:00:00,15:24:00,15:32:00,140
12-02-26,Shift B,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,9,13:10:00,15:10:00,13:04:00,15:12:00,13:07:00,15:05:00,13:08:00,15:04:00,13:06:00,15:07:00,13:08:00,13:22:00,115
12-02-26,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:56:00,10:30:00,10:02:00,10:17:00,,,10:01:00,10:19:00,10:03:00,10:11:00,118
12-02-26,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:46:00,14:24:00,13:49:00,14:11:00,,,13:48:00,14:13:00,13:50:00,13:56:00,51
12-02-26,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:59:00,9:40:00,8:03:00,9:27:00,8:04:00,9:26:00,8:02:00,9:29:00,8:04:00,8:13:00,109
12-02-26,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,15:17:00,16:51:00,15:22:00,16:44:00,15:23:00,16:43:00,15:21:00,16:46:00,15:23:00,15:37:00,118
12-02-26,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:32:00,2:25:00,1:36:00,2:11:00,,,1:35:00,2:13:00,1:37:00,1:42:00,112
12-02-26,Shift B,Kenya Airways,KQ704,E195,NBO-HRE via LUN,9,17:20:00,18:10:00,17:14:00,18:16:00,17:20:00,17:59:00,,,17:19:00,18:01:00,17:21:00,17:26:00,85
12-02-26,Shift B,Kenya Airways,KQ706,E195,NBO-HRE via LUN,10,9:10:00,10:00:00,9:05:00,9:50:00,9:08:00,9:42:00,,,9:07:00,9:44:00,9:09:00,9:25:00,118
13-02-26,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,9:00:00,9:35:00,9:04:00,9:22:00,,,9:03:00,9:24:00,9:05:00,9:12:00,129
13-02-26,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:46:00,11:46:00,11:52:00,12:13:00,,,11:51:00,12:15:00,11:53:00,12:00:00,125
13-02-26,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:00:00,13:00:00,13:05:00,13:32:00,,,13:04:00,13:34:00,13:06:00,13:14:00,73
13-02-26,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:50:00,13:39:00,12:53:00,13:30:00,,,12:52:00,13:32:00,12:54:00,13:07:00,20
13-02-26,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:11:00,13:04:00,12:17:00,12:49:00,,,12:16:00,12:51:00,12:18:00,12:27:00,187
13-02-26,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:48:00,12:47:00,11:52:00,12:38:00,,,11:51:00,12:40:00,11:53:00,12:03:00,67
13-02-26,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,14:53:00,15:52:00,14:59:00,15:43:00,,,14:58:00,15:45:00,15:00:00,15:11:00,48
13-02-26,Shift A,Ethiopian Airways,ET873,B777,ADD-ADD via LUN,1,13:10:00,15:10:00,13:08:00,15:11:00,13:12:00,15:04:00,13:13:00,15:03:00,13:11:00,15:06:00,13:13:00,13:20:00,69
13-02-26,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:41:00,10:31:00,9:47:00,10:14:00,,,9:46:00,10:16:00,9:48:00,10:00:00,47
13-02-26,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:25:00,14:10:00,13:30:00,14:02:00,,,13:29:00,14:04:00,13:31:00,13:41:00,51
13-02-26,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:52:00,9:34:00,7:57:00,9:27:00,7:58:00,9:26:00,7:56:00,9:29:00,7:58:00,8:11:00,80
13-02-26,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:15:00,16:51:00,15:18:00,16:44:00,15:19:00,16:43:00,15:17:00,16:46:00,15:19:00,15:25:00,88
13-02-26,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:05:00,2:12:00,1:08:00,2:02:00,,,1:07:00,2:04:00,1:09:00,1:23:00,21
13-02-26,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:38:00,18:17:00,17:44:00,18:03:00,,,17:43:00,18:05:00,17:45:00,17:53:00,174
13-02-26,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:16:00,10:13:00,9:21:00,10:01:00,,,9:20:00,10:03:00,9:22:00,9:29:00,112
14-02-26,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,9:00:00,9:54:00,9:03:00,9:42:00,,,9:02:00,9:44:00,9:04:00,9:15:00,45
14-02-26,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:30:00,12:39:00,11:36:00,12:30:00,,,11:35:00,12:32:00,11:37:00,11:40:00,174
14-02-26,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:02:00,13:02:00,13:07:00,13:58:00,,,13:06:00,14:00:00,13:08:00,13:17:00,135
14-02-26,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:55:00,12:55:00,13:01:00,13:35:00,,,13:00:00,13:37:00,13:02:00,13:08:00,20
14-02-26,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:25:00,12:25:00,12:30:00,12:54:00,,,12:29:00,12:56:00,12:31:00,12:40:00,193
14-02-26,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:58:00,12:34:00,12:04:00,12:21:00,,,12:03:00,12:23:00,12:05:00,12:17:00,40
14-02-26,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:07:00,16:07:00,15:13:00,15:50:00,,,15:12:00,15:52:00,15:14:00,15:18:00,118
14-02-26,Shift A,Ethiopian Airways,ET873,B777,ADD-ADD via LUN,1,13:10:00,15:10:00,13:07:00,15:09:00,13:10:00,15:00:00,13:11:00,14:59:00,13:09:00,15:02:00,13:11:00,13:24:00,42
14-02-26,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:44:00,10:40:00,9:50:00,10:31:00,,,9:49:00,10:33:00,9:51:00,10:01:00,49
14-02-26,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:45:00,14:39:00,13:49:00,14:29:00,,,13:48:00,14:31:00,13:50:00,13:58:00,63
14-02-26,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:40:00,9:36:00,7:46:00,9:29:00,7:47:00,9:28:00,7:45:00,9:31:00,7:47:00,7:52:00,103
14-02-26,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:09:00,16:37:00,15:13:00,16:26:00,15:14:00,16:25:00,15:12:00,16:28:00,15:14:00,15:29:00,141
14-02-26,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:12:00,2:18:00,1:18:00,2:10:00,,,1:17:00,2:12:00,1:19:00,1:27:00,77
14-02-26,Shift A,Kenya Airways,KQ704,E195,NBO-HRE via LUN,7,17:20:00,18:10:00,17:26:00,18:24:00,17:32:00,18:07:00,,,17:31:00,18:09:00,17:33:00,17:46:00,163
14-02-26,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:09:00,10:04:00,9:14:00,9:56:00,,,9:13:00,9:58:00,9:15:00,9:23:00,42
15-02-26,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:42:00,9:35:00,8:47:00,9:19:00,,,8:46:00,9:21:00,8:48:00,8:55:00,49
15-02-26,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:53:00,12:18:00,11:58:00,12:05:00,,,11:57:00,12:07:00,11:59:00,12:12:00,20
15-02-26,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:14:00,13:38:00,13:18:00,13:25:00,,,13:17:00,13:27:00,13:19:00,13:30:00,101
15-02-26,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:48:00,13:28:00,12:52:00,13:20:00,,,12:51:00,13:22:00,12:53:00,13:04:00,22
15-02-26,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:39:00,13:29:00,12:44:00,13:20:00,,,12:43:00,13:22:00,12:45:00,12:53:00,76
